SITE	SPECIES	TOTAL	TYPE	PTOLR	NATIVE_MBSS	TROPHIC_MBSS	SILT	PIRHALLA	FIBISTRATA	ACREAGE	LEN_SAMP	AVWID	TOTBIOM	Index.Name
WHNU-642-R-1111	BLUEGILL	3	SUNFISH	T	IC	IV	N	0.63	HIGHLAND	35237.51895	75	15.525	6020	MBSS.2005.Fish
WHNU-642-R-1111	BLUE RIDGE SCULPIN	329	SCULPIN	I	N	IS	Y	0	HIGHLAND	35237.51895	75	15.525	6020	MBSS.2005.Fish
WHNU-642-R-1111	NORTHERN HOGSUCKER	40	SUCKER	I	N	IV	Y	3.81	HIGHLAND	35237.51895	75	15.525	6020	MBSS.2005.Fish
XOBM-656-R-1111	FANTAIL DARTER	214	DARTER	NOTYPE	N	IS	Y	2.77	HIGHLAND	44111.0595	75	15.05	10261	MBSS.2005.Fish
XOBM-656-R-1111	WHITE SUCKER	10	SUCKER	T	N	OM	Y	2.89	HIGHLAND	44111.0595	75	15.05	10261	MBSS.2005.Fish
XOBM-656-R-1111	SMALLMOUTH BASS	1	NOTYPE	NOTYPE	IC	TP	N	3.77	HIGHLAND	44111.0595	75	15.05	10261	MBSS.2005.Fish
XOBM-656-R-1111	ROSYSIDE DACE	1	OTHRCYPR	NOTYPE	N	IV	Y	3.04	HIGHLAND	44111.0595	75	15.05	10261	MBSS.2005.Fish
XOBM-656-R-1111	ROCK BASS	4	SUNFISH	NOTYPE	IC	GE	Y	3.06	HIGHLAND	44111.0595	75	15.05	10261	MBSS.2005.Fish
XOBM-656-R-1111	RAINBOW DARTER	38	DARTER	NOTYPE	N	IS	Y	0	HIGHLAND	44111.0595	75	15.05	10261	MBSS.2005.Fish
XOBM-656-R-1111	NORTHERN HOGSUCKER	9	SUCKER	I	N	IV	Y	3.81	HIGHLAND	44111.0595	75	15.05	10261	MBSS.2005.Fish
XOBM-656-R-1111	YELLOW PERCH	1	NOTYPE	NOTYPE	IY	GE	N	1.65	HIGHLAND	44111.0595	75	15.05	10261	MBSS.2005.Fish
XOBM-656-R-1111	GREEN SUNFISH	1	SUNFISH	T	IC	GE	N	2.52	HIGHLAND	44111.0595	75	15.05	10261	MBSS.2005.Fish
XOBM-656-R-1111	POTOMAC SCULPIN	78	SCULPIN	NOTYPE	N	IS	Y	2.35	HIGHLAND	44111.0595	75	15.05	10261	MBSS.2005.Fish
XOBM-656-R-1111	FALLFISH	4	OTHRCYPR	I	N	GE	Y	2.51	HIGHLAND	44111.0595	75	15.05	10261	MBSS.2005.Fish
XOBM-656-R-1111	CREEK CHUB	29	OTHRCYPR	T	N	GE	Y	1.87	HIGHLAND	44111.0595	75	15.05	10261	MBSS.2005.Fish
XOBM-656-R-1111	CENTRAL STONEROLLER	114	OTHRCYPR	I	N	AL	Y	3.66	HIGHLAND	44111.0595	75	15.05	10261	MBSS.2005.Fish
XOBM-656-R-1111	BLUNTNOSE MINNOW	2	OTHRCYPR	T	N	OM	N	2.24	HIGHLAND	44111.0595	75	15.05	10261	MBSS.2005.Fish
XOBM-656-R-1111	BLACKNOSE DACE	486	OTHRCYPR	T	N	OM	N	1.81	HIGHLAND	44111.0595	75	15.05	10261	MBSS.2005.Fish
XOBM-656-R-1111	BLUE RIDGE SCULPIN	920	SCULPIN	I	N	IS	Y	0	HIGHLAND	44111.0595	75	15.05	10261	MBSS.2005.Fish
XOBM-656-R-1111	GREENSIDE DARTER	11	DARTER	NOTYPE	N	IS	N	3.7	HIGHLAND	44111.0595	75	15.05	10261	MBSS.2005.Fish
XOBM-656-R-1111	LONGNOSE DACE	307	OTHRCYPR	NOTYPE	N	OM	N	3.72	HIGHLAND	44111.0595	75	15.05	10261	MBSS.2005.Fish
YBFB-5310-S-1111	GREEN SUNFISH	1	SUNFISH	T	IC	GE	N	2.52	HIGHLAND	13041	75	4.4	489	MBSS.2005.Fish
YBFB-5310-S-1111	GREENSIDE DARTER	4	DARTER	NOTYPE	N	IS	N	3.7	HIGHLAND	13041	75	4.4	489	MBSS.2005.Fish
YBFB-5310-S-1111	LONGNOSE DACE	4	OTHRCYPR	NOTYPE	N	OM	N	3.72	HIGHLAND	13041	75	4.4	489	MBSS.2005.Fish
YBFB-5310-S-1111	POTOMAC SCULPIN	65	SCULPIN	NOTYPE	N	IS	Y	2.35	HIGHLAND	13041	75	4.4	489	MBSS.2005.Fish
YBFB-5310-S-1111	ROCK BASS	8	SUNFISH	NOTYPE	IC	GE	Y	3.06	HIGHLAND	13041	75	4.4	489	MBSS.2005.Fish
YBFB-5310-S-1111	WHITE SUCKER	3	SUCKER	T	N	OM	Y	2.89	HIGHLAND	13041	75	4.4	489	MBSS.2005.Fish
YBFB-5310-S-1111	BLACKNOSE DACE	58	OTHRCYPR	T	N	OM	N	1.81	HIGHLAND	13041	75	4.4	489	MBSS.2005.Fish
YBFB-5310-S-1111	BLUNTNOSE MINNOW	20	OTHRCYPR	T	N	OM	N	2.24	HIGHLAND	13041	75	4.4	489	MBSS.2005.Fish
YBFB-5310-S-1111	CENTRAL STONEROLLER	8	OTHRCYPR	I	N	AL	Y	3.66	HIGHLAND	13041	75	4.4	489	MBSS.2005.Fish
YBFB-5310-S-1111	CREEK CHUB	10	OTHRCYPR	T	N	GE	Y	1.87	HIGHLAND	13041	75	4.4	489	MBSS.2005.Fish
YBFB-5310-S-1111	FANTAIL DARTER	9	DARTER	NOTYPE	N	IS	Y	2.77	HIGHLAND	13041	75	4.4	489	MBSS.2005.Fish
YNKG-434-S-1111	CUTLIP MINNOW	7	OTHRCYPR	NOTYPE	N	IV	Y	3.83	EPIEDMONT	730	75	2.175	979	MBSS.2005.Fish
YNKG-434-S-1111	TESSELLATED DARTER	3	DARTER	T	N	IV	N	1.8	EPIEDMONT	730	75	2.175	979	MBSS.2005.Fish
YNKG-434-S-1111	WHITE SUCKER	2	SUCKER	T	N	OM	Y	2.89	EPIEDMONT	730	75	2.175	979	MBSS.2005.Fish
YNKG-434-S-1111	CREEK CHUB	19	OTHRCYPR	T	N	GE	Y	1.87	EPIEDMONT	730	75	2.175	979	MBSS.2005.Fish
YNKG-434-S-1111	COMMON SHINER	1	SHINER	I	N	OM	Y	3.83	EPIEDMONT	730	75	2.175	979	MBSS.2005.Fish
YNKG-434-S-1111	BLUE RIDGE SCULPIN	1	SCULPIN	I	N	IS	Y	0	EPIEDMONT	730	75	2.175	979	MBSS.2005.Fish
YNKG-434-S-1111	BLACKNOSE DACE	13	OTHRCYPR	T	N	OM	N	1.81	EPIEDMONT	730	75	2.175	979	MBSS.2005.Fish
YNKG-434-S-1111	AMERICAN EEL	7	NOTYPE	NOTYPE	N	GE	N	1.43	EPIEDMONT	730	75	2.175	979	MBSS.2005.Fish
YNKG-434-S-1111	MARGINED MADTOM	15	MADTOM	I	IY	IV	N	3.52	EPIEDMONT	730	75	2.175	979	MBSS.2005.Fish
YNKG-434-S-1111	ROSYSIDE DACE	63	OTHRCYPR	NOTYPE	N	IV	Y	3.04	EPIEDMONT	730	75	2.175	979	MBSS.2005.Fish
ZXHK-432-R-1111	BROOK TROUT	1	NOTYPE	I	N	GE	Y	2.49	COLD	579.3376725	75	4.15	33	MBSS.2005.Fish
ZBEU-434-X-1111	ROSYSIDE DACE	11	OTHRCYPR	NOTYPE	N	IV	Y	3.04	COASTAL	991.6570755	75	2.75	481	MBSS.2005.Fish
ZBEU-434-X-1111	AMERICAN EEL	2	NOTYPE	NOTYPE	N	GE	N	1.43	COASTAL	991.6570755	75	2.75	481	MBSS.2005.Fish
ZBEU-434-X-1111	BLACKNOSE DACE	147	OTHRCYPR	T	N	OM	N	1.81	COASTAL	991.6570755	75	2.75	481	MBSS.2005.Fish
ZBEU-434-X-1111	LEAST BROOK LAMPREY	34	LAMPREY	NOTYPE	N	FF	N	-0.32	COASTAL	991.6570755	75	2.75	481	MBSS.2005.Fish
ZBEU-434-X-1111	EASTERN MUDMINNOW	4	NOTYPE	T	N	IV	N	-2.34	COASTAL	991.6570755	75	2.75	481	MBSS.2005.Fish
ZBEU-634-X-1111	TADPOLE MADTOM	1	MADTOM	NOTYPE	N	IV	N	-0.32	COASTAL	3559.201578	75	4.525	3306	MBSS.2005.Fish
ZBEU-634-X-1111	LARGEMOUTH BASS	1	NOTYPE	T	IC	TP	N	1.55	COASTAL	3559.201578	75	4.525	3306	MBSS.2005.Fish
ZBEU-634-X-1111	TESSELLATED DARTER	3	DARTER	T	N	IV	N	1.8	COASTAL	3559.201578	75	4.525	3306	MBSS.2005.Fish
ZBEU-634-X-1111	EASTERN MUDMINNOW	2	NOTYPE	T	N	IV	N	-2.34	COASTAL	3559.201578	75	4.525	3306	MBSS.2005.Fish
ZBEU-634-X-1111	SWALLOWTAIL SHINER	7	SHINER	NOTYPE	N	IV	Y	2	COASTAL	3559.201578	75	4.525	3306	MBSS.2005.Fish
ZBEU-634-X-1111	MARGINED MADTOM	24	MADTOM	I	IY	IV	N	3.52	COASTAL	3559.201578	75	4.525	3306	MBSS.2005.Fish
ZBEU-634-X-1111	AMERICAN EEL	54	NOTYPE	NOTYPE	N	GE	N	1.43	COASTAL	3559.201578	75	4.525	3306	MBSS.2005.Fish
ZBEU-634-X-1111	BLUEGILL	5	SUNFISH	T	IC	IV	N	0.63	COASTAL	3559.201578	75	4.525	3306	MBSS.2005.Fish
ZBEU-634-X-1111	FALLFISH	52	OTHRCYPR	I	N	GE	Y	2.51	COASTAL	3559.201578	75	4.525	3306	MBSS.2005.Fish
ZBEU-634-X-1111	LEAST BROOK LAMPREY	3	LAMPREY	NOTYPE	N	FF	N	-0.32	COASTAL	3559.201578	75	4.525	3306	MBSS.2005.Fish
ZBEU-634-X-1111	PUMPKINSEED	12	SUNFISH	T	IY	IV	N	-0.37	COASTAL	3559.201578	75	4.525	3306	MBSS.2005.Fish
ZBEU-634-X-1111	REDBREAST SUNFISH	14	SUNFISH	NOTYPE	IY	GE	N	2.11	COASTAL	3559.201578	75	4.525	3306	MBSS.2005.Fish
CHGX-435-R-1111	BLACKNOSE DACE	384	OTHRCYPR	T	N	OM	N	1.81	EPIEDMONT	416.1001095	75	3.5	2957	MBSS.2005.Fish
CHGX-435-R-1111	CREEK CHUB	130	OTHRCYPR	T	N	GE	Y	1.87	EPIEDMONT	416.1001095	75	3.5	2957	MBSS.2005.Fish
CHGX-435-R-1111	RAINBOW TROUT	25	NOTYPE	NOTYPE	I	TP	Y	3.69	EPIEDMONT	416.1001095	75	3.5	2957	MBSS.2005.Fish
CHGX-432-S-1111	BLACKNOSE DACE	54	OTHRCYPR	T	N	OM	N	1.81	EPIEDMONT	273	75	1.5	160	MBSS.2005.Fish
CHGX-537-R-1111	BROWN TROUT	4	NOTYPE	NOTYPE	I	TP	Y	3.75	EPIEDMONT	820.635705	75	2.025	455	MBSS.2005.Fish
CHGX-537-R-1111	BLACKNOSE DACE	63	OTHRCYPR	T	N	OM	N	1.81	EPIEDMONT	820.635705	75	2.025	455	MBSS.2005.Fish
CHGX-537-R-1111	ROSYSIDE DACE	7	OTHRCYPR	NOTYPE	N	IV	Y	3.04	EPIEDMONT	820.635705	75	2.025	455	MBSS.2005.Fish
CHGX-537-R-1111	CREEK CHUB	27	OTHRCYPR	T	N	GE	Y	1.87	EPIEDMONT	820.635705	75	2.025	455	MBSS.2005.Fish
CHGX-537-R-1111	LONGNOSE DACE	3	OTHRCYPR	NOTYPE	N	OM	N	3.72	EPIEDMONT	820.635705	75	2.025	455	MBSS.2005.Fish
CHGX-546-R-1111	WHITE SUCKER	3	SUCKER	T	N	OM	Y	2.89	EPIEDMONT	1732.008366	75	3.425	3078	MBSS.2005.Fish
CHGX-546-R-1111	BLACKNOSE DACE	46	OTHRCYPR	T	N	OM	N	1.81	EPIEDMONT	1732.008366	75	3.425	3078	MBSS.2005.Fish
CHGX-546-R-1111	BROWN TROUT	56	NOTYPE	NOTYPE	I	TP	Y	3.75	EPIEDMONT	1732.008366	75	3.425	3078	MBSS.2005.Fish
CHGX-546-R-1111	CREEK CHUB	10	OTHRCYPR	T	N	GE	Y	1.87	EPIEDMONT	1732.008366	75	3.425	3078	MBSS.2005.Fish
CHGX-546-R-1111	LONGNOSE DACE	16	OTHRCYPR	NOTYPE	N	OM	N	3.72	EPIEDMONT	1732.008366	75	3.425	3078	MBSS.2005.Fish
CHGX-546-R-1111	ROSYSIDE DACE	7	OTHRCYPR	NOTYPE	N	IV	Y	3.04	EPIEDMONT	1732.008366	75	3.425	3078	MBSS.2005.Fish
CHGX-546-R-1111	TESSELLATED DARTER	1	DARTER	T	N	IV	N	1.8	EPIEDMONT	1732.008366	75	3.425	3078	MBSS.2005.Fish
CHGX-648-S-1111	WHITE SUCKER	22	SUCKER	T	N	OM	Y	2.89	EPIEDMONT	3805	75	8.95	5020	MBSS.2005.Fish
CHGX-648-S-1111	BLACKNOSE DACE	75	OTHRCYPR	T	N	OM	N	1.81	EPIEDMONT	3805	75	8.95	5020	MBSS.2005.Fish
CHGX-648-S-1111	TESSELLATED DARTER	20	DARTER	T	N	IV	N	1.8	EPIEDMONT	3805	75	8.95	5020	MBSS.2005.Fish
CHGX-648-S-1111	LONGNOSE DACE	52	OTHRCYPR	NOTYPE	N	OM	N	3.72	EPIEDMONT	3805	75	8.95	5020	MBSS.2005.Fish
CHGX-648-S-1111	GREEN SUNFISH	5	SUNFISH	T	IC	GE	N	2.52	EPIEDMONT	3805	75	8.95	5020	MBSS.2005.Fish
CHGX-648-S-1111	CUTLIP MINNOW	11	OTHRCYPR	NOTYPE	N	IV	Y	3.83	EPIEDMONT	3805	75	8.95	5020	MBSS.2005.Fish
CHGX-648-S-1111	CREEK CHUB	16	OTHRCYPR	T	N	GE	Y	1.87	EPIEDMONT	3805	75	8.95	5020	MBSS.2005.Fish
CHGX-648-S-1111	BROWN TROUT	92	NOTYPE	NOTYPE	I	TP	Y	3.75	EPIEDMONT	3805	75	8.95	5020	MBSS.2005.Fish
ETGZ-448-R-1111	EASTERN MOSQUITOFISH	75	NOTYPE	NOTYPE	N	IV	N	0	COASTAL	193.038426	75	0.725	232	MBSS.2005.Fish
ETGZ-448-R-1111	GREEN SUNFISH	6	SUNFISH	T	IC	GE	N	2.52	COASTAL	193.038426	75	0.725	232	MBSS.2005.Fish
ETGZ-448-R-1111	TESSELLATED DARTER	2	DARTER	T	N	IV	N	1.8	COASTAL	193.038426	75	0.725	232	MBSS.2005.Fish
ETGZ-448-R-1111	EASTERN MUDMINNOW	178	NOTYPE	T	N	IV	N	-2.34	COASTAL	193.038426	75	0.725	232	MBSS.2005.Fish
ETGZ-537-R-1111	PUMPKINSEED	7	SUNFISH	T	IY	IV	N	-0.37	COASTAL	3479.361952	75	3.6	2123	MBSS.2005.Fish
ETGZ-537-R-1111	BROWN BULLHEAD	2	NOTYPE	T	N	OM	N	-1.71	COASTAL	3479.361952	75	3.6	2123	MBSS.2005.Fish
ETGZ-537-R-1111	LARGEMOUTH BASS	2	NOTYPE	T	IC	TP	N	1.55	COASTAL	3479.361952	75	3.6	2123	MBSS.2005.Fish
ETGZ-537-R-1111	TESSELLATED DARTER	38	DARTER	T	N	IV	N	1.8	COASTAL	3479.361952	75	3.6	2123	MBSS.2005.Fish
ETGZ-537-R-1111	SPOTTAIL SHINER	3	SHINER	I	N	OM	Y	3.46	COASTAL	3479.361952	75	3.6	2123	MBSS.2005.Fish
ETGZ-537-R-1111	BLUEGILL	11	SUNFISH	T	IC	IV	N	0.63	COASTAL	3479.361952	75	3.6	2123	MBSS.2005.Fish
ETGZ-537-R-1111	WHITE CATFISH	1	NOTYPE	NOTYPE	IY	OM	N	0	COASTAL	3479.361952	75	3.6	2123	MBSS.2005.Fish
ETGZ-537-R-1111	CREEK CHUBSUCKER	1	SUCKER	NOTYPE	N	IV	N	-0.79	COASTAL	3479.361952	75	3.6	2123	MBSS.2005.Fish
ETGZ-537-R-1111	EASTERN MOSQUITOFISH	8	NOTYPE	NOTYPE	N	IV	N	0	COASTAL	3479.361952	75	3.6	2123	MBSS.2005.Fish
ETGZ-537-R-1111	GOLDFISH	8	OTHRCYPR	NOTYPE	I	OM	N	0	COASTAL	3479.361952	75	3.6	2123	MBSS.2005.Fish
ETGZ-537-R-1111	GREEN SUNFISH	5	SUNFISH	T	IC	GE	N	2.52	COASTAL	3479.361952	75	3.6	2123	MBSS.2005.Fish
ETGZ-537-R-1111	AMERICAN EEL	32	NOTYPE	NOTYPE	N	GE	N	1.43	COASTAL	3479.361952	75	3.6	2123	MBSS.2005.Fish
EBUX-435-S-1111	ROSYSIDE DACE	39	OTHRCYPR	NOTYPE	N	IV	Y	3.04	EPIEDMONT	584	75	2.975	912	MBSS.2005.Fish
EBUX-435-S-1111	BLUE RIDGE SCULPIN	147	SCULPIN	I	N	IS	Y	0	EPIEDMONT	584	75	2.975	912	MBSS.2005.Fish
EBUX-435-S-1111	CREEK CHUB	8	OTHRCYPR	T	N	GE	Y	1.87	EPIEDMONT	584	75	2.975	912	MBSS.2005.Fish
EBUX-435-S-1111	BLACKNOSE DACE	46	OTHRCYPR	T	N	OM	N	1.81	EPIEDMONT	584	75	2.975	912	MBSS.2005.Fish
EBXE-447-R-1111	WHITE SUCKER	78	SUCKER	T	N	OM	Y	2.89	EPIEDMONT	17874.29075	75	14.55	11568	MBSS.2005.Fish
EBXE-447-R-1111	BLACKNOSE DACE	5	OTHRCYPR	T	N	OM	N	1.81	EPIEDMONT	17874.29075	75	14.55	11568	MBSS.2005.Fish
EBXE-447-R-1111	REDBREAST SUNFISH	22	SUNFISH	NOTYPE	IY	GE	N	2.11	EPIEDMONT	17874.29075	75	14.55	11568	MBSS.2005.Fish
EBXE-447-R-1111	CREEK CHUB	14	OTHRCYPR	T	N	GE	Y	1.87	EPIEDMONT	17874.29075	75	14.55	11568	MBSS.2005.Fish
EBXE-447-R-1111	CUTLIP MINNOW	41	OTHRCYPR	NOTYPE	N	IV	Y	3.83	EPIEDMONT	17874.29075	75	14.55	11568	MBSS.2005.Fish
EBXE-447-R-1111	LONGNOSE DACE	18	OTHRCYPR	NOTYPE	N	OM	N	3.72	EPIEDMONT	17874.29075	75	14.55	11568	MBSS.2005.Fish
EBXE-447-R-1111	MARGINED MADTOM	65	MADTOM	I	IY	IV	N	3.52	EPIEDMONT	17874.29075	75	14.55	11568	MBSS.2005.Fish
EBXE-447-R-1111	NORTHERN HOGSUCKER	28	SUCKER	I	N	IV	Y	3.81	EPIEDMONT	17874.29075	75	14.55	11568	MBSS.2005.Fish
EBXE-447-R-1111	AMERICAN EEL	139	NOTYPE	NOTYPE	N	GE	N	1.43	EPIEDMONT	17874.29075	75	14.55	11568	MBSS.2005.Fish
EBXE-447-R-1111	COMMON SHINER	19	SHINER	I	N	OM	Y	3.83	EPIEDMONT	17874.29075	75	14.55	11568	MBSS.2005.Fish
EBXE-447-R-1111	YELLOW PERCH	1	NOTYPE	NOTYPE	IY	GE	N	1.65	EPIEDMONT	17874.29075	75	14.55	11568	MBSS.2005.Fish
EBXE-447-R-1111	PUMPKINSEED	4	SUNFISH	T	IY	IV	N	-0.37	EPIEDMONT	17874.29075	75	14.55	11568	MBSS.2005.Fish
EBXE-447-R-1111	REDFIN PICKEREL	2	NOTYPE	T	IY	TP	N	-1.61	EPIEDMONT	17874.29075	75	14.55	11568	MBSS.2005.Fish
EBXE-447-R-1111	RIVER CHUB	64	OTHRCYPR	I	N	OM	Y	3.89	EPIEDMONT	17874.29075	75	14.55	11568	MBSS.2005.Fish
EBXE-447-R-1111	SEA LAMPREY	4	LAMPREY	I	N	FF	N	2.83	EPIEDMONT	17874.29075	75	14.55	11568	MBSS.2005.Fish
EBXE-447-R-1111	SMALLMOUTH BASS	26	NOTYPE	NOTYPE	IC	TP	N	3.77	EPIEDMONT	17874.29075	75	14.55	11568	MBSS.2005.Fish
EBXE-447-R-1111	SPOTTAIL SHINER	11	SHINER	I	N	OM	Y	3.46	EPIEDMONT	17874.29075	75	14.55	11568	MBSS.2005.Fish
EBXE-447-R-1111	TESSELLATED DARTER	100	DARTER	T	N	IV	N	1.8	EPIEDMONT	17874.29075	75	14.55	11568	MBSS.2005.Fish
EBXE-447-R-1111	BLUE RIDGE SCULPIN	73	SCULPIN	I	N	IS	Y	0	EPIEDMONT	17874.29075	75	14.55	11568	MBSS.2005.Fish
EBXE-447-R-1111	BLUEGILL	2	SUNFISH	T	IC	IV	N	0.63	EPIEDMONT	17874.29075	75	14.55	11568	MBSS.2005.Fish
EBXE-441-R-1111	WHITE SUCKER	52	SUCKER	T	N	OM	Y	2.89	EPIEDMONT	947.1781755	75	3.625	2649	MBSS.2005.Fish
EBXE-441-R-1111	CUTLIP MINNOW	1	OTHRCYPR	NOTYPE	N	IV	Y	3.83	EPIEDMONT	947.1781755	75	3.625	2649	MBSS.2005.Fish
EBXE-441-R-1111	TESSELLATED DARTER	13	DARTER	T	N	IV	N	1.8	EPIEDMONT	947.1781755	75	3.625	2649	MBSS.2005.Fish
EBXE-441-R-1111	REDFIN PICKEREL	4	NOTYPE	T	IY	TP	N	-1.61	EPIEDMONT	947.1781755	75	3.625	2649	MBSS.2005.Fish
EBXE-441-R-1111	AMERICAN EEL	7	NOTYPE	NOTYPE	N	GE	N	1.43	EPIEDMONT	947.1781755	75	3.625	2649	MBSS.2005.Fish
EBXE-441-R-1111	CREEK CHUB	98	OTHRCYPR	T	N	GE	Y	1.87	EPIEDMONT	947.1781755	75	3.625	2649	MBSS.2005.Fish
EBXE-441-R-1111	CREEK CHUBSUCKER	4	SUCKER	NOTYPE	N	IV	N	-0.79	EPIEDMONT	947.1781755	75	3.625	2649	MBSS.2005.Fish
EBXE-441-R-1111	GREEN SUNFISH	4	SUNFISH	T	IC	GE	N	2.52	EPIEDMONT	947.1781755	75	3.625	2649	MBSS.2005.Fish
EBXE-441-R-1111	LEAST BROOK LAMPREY	18	LAMPREY	NOTYPE	N	FF	N	-0.32	EPIEDMONT	947.1781755	75	3.625	2649	MBSS.2005.Fish
EBXE-441-R-1111	PUMPKINSEED	4	SUNFISH	T	IY	IV	N	-0.37	EPIEDMONT	947.1781755	75	3.625	2649	MBSS.2005.Fish
EBXE-441-R-1111	ROSYSIDE DACE	68	OTHRCYPR	NOTYPE	N	IV	Y	3.04	EPIEDMONT	947.1781755	75	3.625	2649	MBSS.2005.Fish
EBZN-436-R-1111	ROSYSIDE DACE	1	OTHRCYPR	NOTYPE	N	IV	Y	3.04	EPIEDMONT	177.9156	75	1.975	681	MBSS.2005.Fish
EBZN-436-R-1111	CREEK CHUB	53	OTHRCYPR	T	N	GE	Y	1.87	EPIEDMONT	177.9156	75	1.975	681	MBSS.2005.Fish
EBZN-436-R-1111	BLACKNOSE DACE	93	OTHRCYPR	T	N	OM	N	1.81	EPIEDMONT	177.9156	75	1.975	681	MBSS.2005.Fish
EBZN-436-R-1111	AMERICAN EEL	1	NOTYPE	NOTYPE	N	GE	N	1.43	EPIEDMONT	177.9156	75	1.975	681	MBSS.2005.Fish
EFHG-678-R-1111	GREENSIDE DARTER	5	DARTER	NOTYPE	N	IS	N	3.7	HIGHLAND	11916.78689	75	8.55	4912	MBSS.2005.Fish
EFHG-678-R-1111	ROCK BASS	2	SUNFISH	NOTYPE	IC	GE	Y	3.06	HIGHLAND	11916.78689	75	8.55	4912	MBSS.2005.Fish
EFHG-678-R-1111	ROSYSIDE DACE	1	OTHRCYPR	NOTYPE	N	IV	Y	3.04	HIGHLAND	11916.78689	75	8.55	4912	MBSS.2005.Fish
EFHG-678-R-1111	SILVERJAW MINNOW	8	OTHRCYPR	NOTYPE	N	OM	Y	3.88	HIGHLAND	11916.78689	75	8.55	4912	MBSS.2005.Fish
EFHG-678-R-1111	COMMON SHINER	10	SHINER	I	N	OM	Y	3.83	HIGHLAND	11916.78689	75	8.55	4912	MBSS.2005.Fish
EFHG-678-R-1111	YELLOW BULLHEAD	2	NOTYPE	NOTYPE	N	OM	N	1.62	HIGHLAND	11916.78689	75	8.55	4912	MBSS.2005.Fish
EFHG-678-R-1111	WHITE SUCKER	58	SUCKER	T	N	OM	Y	2.89	HIGHLAND	11916.78689	75	8.55	4912	MBSS.2005.Fish
EFHG-678-R-1111	BLACKNOSE DACE	379	OTHRCYPR	T	N	OM	N	1.81	HIGHLAND	11916.78689	75	8.55	4912	MBSS.2005.Fish
EFHG-678-R-1111	TESSELLATED DARTER	13	DARTER	T	N	IV	N	1.8	HIGHLAND	11916.78689	75	8.55	4912	MBSS.2005.Fish
EFHG-678-R-1111	LONGNOSE DACE	78	OTHRCYPR	NOTYPE	N	OM	N	3.72	HIGHLAND	11916.78689	75	8.55	4912	MBSS.2005.Fish
EFHG-678-R-1111	SPOTTAIL SHINER	131	SHINER	I	N	OM	Y	3.46	HIGHLAND	11916.78689	75	8.55	4912	MBSS.2005.Fish
EFHG-678-R-1111	GREEN SUNFISH	2	SUNFISH	T	IC	GE	N	2.52	HIGHLAND	11916.78689	75	8.55	4912	MBSS.2005.Fish
EFHG-678-R-1111	FANTAIL DARTER	3	DARTER	NOTYPE	N	IS	Y	2.77	HIGHLAND	11916.78689	75	8.55	4912	MBSS.2005.Fish
EFHG-678-R-1111	FALLFISH	3	OTHRCYPR	I	N	GE	Y	2.51	HIGHLAND	11916.78689	75	8.55	4912	MBSS.2005.Fish
EFHG-678-R-1111	CYPRINID (UNKNOWN)	40	OTHRCYPR	NOTYPE	NOTYPE	NOTYPE	NOTYPE	0	HIGHLAND	11916.78689	75	8.55	4912	MBSS.2005.Fish
EFHG-678-R-1111	CYPRINELLA SP.	58	SHINER	I	N	IV	N	0	HIGHLAND	11916.78689	75	8.55	4912	MBSS.2005.Fish
EFHG-678-R-1111	CUTLIP MINNOW	1	OTHRCYPR	NOTYPE	N	IV	Y	3.83	HIGHLAND	11916.78689	75	8.55	4912	MBSS.2005.Fish
EFHG-678-R-1111	CREEK CHUB	14	OTHRCYPR	T	N	GE	Y	1.87	HIGHLAND	11916.78689	75	8.55	4912	MBSS.2005.Fish
EFHG-678-R-1111	CENTRAL STONEROLLER	7	OTHRCYPR	I	N	AL	Y	3.66	HIGHLAND	11916.78689	75	8.55	4912	MBSS.2005.Fish
EFHG-678-R-1111	RAINBOW DARTER	1	DARTER	NOTYPE	N	IS	Y	0	HIGHLAND	11916.78689	75	8.55	4912	MBSS.2005.Fish
EFHG-678-R-1111	POTOMAC SCULPIN	161	SCULPIN	NOTYPE	N	IS	Y	2.35	HIGHLAND	11916.78689	75	8.55	4912	MBSS.2005.Fish
EFHG-678-R-1111	BLUE RIDGE SCULPIN	324	SCULPIN	I	N	IS	Y	0	HIGHLAND	11916.78689	75	8.55	4912	MBSS.2005.Fish
EFHG-678-R-1111	BLUEGILL	18	SUNFISH	T	IC	IV	N	0.63	HIGHLAND	11916.78689	75	8.55	4912	MBSS.2005.Fish
EFHG-678-R-1111	BLUNTNOSE MINNOW	44	OTHRCYPR	T	N	OM	N	2.24	HIGHLAND	11916.78689	75	8.55	4912	MBSS.2005.Fish
EFHG-678-R-1111	LARGEMOUTH BASS	7	NOTYPE	T	IC	TP	N	1.55	HIGHLAND	11916.78689	75	8.55	4912	MBSS.2005.Fish
EFHG-678-R-1111	ROSYFACE SHINER	9	SHINER	NOTYPE	N	IV	Y	3.93	HIGHLAND	11916.78689	75	8.55	4912	MBSS.2005.Fish
EHVA-445-R-1111	CREEK CHUB	5	OTHRCYPR	T	N	GE	Y	1.87	EPIEDMONT	706.324932	75	2.825	691	MBSS.2005.Fish
EHVA-445-R-1111	BLACKNOSE DACE	35	OTHRCYPR	T	N	OM	N	1.81	EPIEDMONT	706.324932	75	2.825	691	MBSS.2005.Fish
